mentee_id,priority_skills,priority_domain,priority_exp,priority_rating,w_skills,w_domain,w_exp,w_rating
mentee_dd90d0cc,2,1,2,4,0.2333,0.1667,0.2333,0.3667
mentee_4588df12,4,1,1,5,0.3182,0.1545,0.1545,0.3727
mentee_b0d8de91,3,1,1,1,0.4,0.2,0.2,0.2
mentee_6c9a5636,4,3,5,1,0.2846,0.2385,0.3308,0.1462
mentee_b6d76c33,2,3,1,4,0.22,0.28,0.16,0.34
mentee_0190bae0,4,2,5,5,0.25,0.175,0.2875,0.2875
mentee_099f2255,2,2,3,4,0.2091,0.2091,0.2636,0.3182
mentee_846b7ae5,4,3,2,2,0.3182,0.2636,0.2091,0.2091
mentee_aa59df42,2,4,5,2,0.1923,0.2846,0.3308,0.1923
mentee_e6f2de33,1,5,1,1,0.175,0.475,0.175,0.175
mentee_9aadc3ac,2,1,2,1,0.3,0.2,0.3,0.2
mentee_dfff0457,3,4,5,5,0.2059,0.2412,0.2765,0.2765
mentee_80dde63c,1,3,2,5,0.1545,0.2636,0.2091,0.3727
mentee_0f9464ce,4,2,2,5,0.2846,0.1923,0.1923,0.3308
mentee_7342aebc,4,5,3,3,0.26,0.3,0.22,0.22
mentee_5d7dcb5c,5,5,2,1,0.3308,0.3308,0.1923,0.1462
mentee_7b966614,4,4,4,1,0.2846,0.2846,0.2846,0.1462
mentee_3833fedb,5,1,2,5,0.3308,0.1462,0.1923,0.3308
mentee_7d04f28f,3,1,1,4,0.3,0.1667,0.1667,0.3667
mentee_224ac807,2,1,5,5,0.1923,0.1462,0.3308,0.3308
mentee_fcad0daf,3,1,2,3,0.3,0.1667,0.2333,0.3
mentee_e15afc54,3,4,3,1,0.2636,0.3182,0.2636,0.1545
mentee_5bf5749b,2,3,1,5,0.2091,0.2636,0.1545,0.3727
mentee_8bc73ecf,5,2,5,5,0.2765,0.1706,0.2765,0.2765
mentee_8e2a3255,5,3,4,5,0.2765,0.2059,0.2412,0.2765
mentee_84115bb1,1,5,1,5,0.15,0.35,0.15,0.35
mentee_42b55985,4,3,1,1,0.3667,0.3,0.1667,0.1667
mentee_119e64d0,3,4,3,2,0.25,0.3,0.25,0.2
mentee_290c4a47,3,1,2,2,0.325,0.175,0.25,0.25
mentee_02c679c7,5,3,1,2,0.3727,0.2636,0.1545,0.2091
mentee_b744c057,4,1,5,5,0.26,0.14,0.3,0.3
mentee_c5889539,1,3,1,4,0.1667,0.3,0.1667,0.3667
mentee_34b759f8,5,5,1,5,0.2875,0.2875,0.1375,0.2875
mentee_8836f0e6,4,2,3,1,0.34,0.22,0.28,0.16
mentee_d2db6d0c,1,1,4,5,0.1545,0.1545,0.3182,0.3727
mentee_0d2c19b4,2,3,4,4,0.1923,0.2385,0.2846,0.2846
mentee_94431d39,3,2,1,1,0.3571,0.2714,0.1857,0.1857
mentee_cc017ede,1,2,5,5,0.1462,0.1923,0.3308,0.3308
mentee_ed42da19,4,1,5,4,0.2714,0.1429,0.3143,0.2714
mentee_c8058e56,1,4,4,2,0.1545,0.3182,0.3182,0.2091
mentee_2c205d3c,4,4,5,2,0.26,0.26,0.3,0.18
mentee_117e7528,1,4,1,5,0.1545,0.3182,0.1545,0.3727
mentee_a9a02744,3,3,2,3,0.2636,0.2636,0.2091,0.2636
mentee_0f420b99,4,1,2,2,0.3667,0.1667,0.2333,0.2333
mentee_c6cbaf62,1,5,1,2,0.1667,0.4333,0.1667,0.2333
mentee_06f421bb,4,5,5,1,0.26,0.3,0.3,0.14
mentee_65267bff,1,2,1,1,0.22,0.34,0.22,0.22
mentee_3ba4b4f5,1,2,4,2,0.1667,0.2333,0.3667,0.2333
mentee_e9b00f79,3,1,3,3,0.28,0.16,0.28,0.28
mentee_46a913ed,5,2,3,2,0.35,0.2,0.25,0.2
mentee_b3dcc8ef,5,4,4,1,0.3143,0.2714,0.2714,0.1429
mentee_9d58ce76,1,1,3,5,0.16,0.16,0.28,0.4
mentee_ef0bb4cd,2,4,3,2,0.2091,0.3182,0.2636,0.2091
mentee_a188625d,4,3,3,5,0.26,0.22,0.22,0.3
mentee_a06df03c,3,2,5,3,0.2385,0.1923,0.3308,0.2385
mentee_7a751bba,3,5,5,1,0.2286,0.3143,0.3143,0.1429
mentee_f6b5f5c8,1,3,4,5,0.1462,0.2385,0.2846,0.3308
mentee_d5c88160,4,3,1,2,0.34,0.28,0.16,0.22
mentee_ac404e54,2,5,2,3,0.2,0.35,0.2,0.25
mentee_746b660f,5,2,1,3,0.3727,0.2091,0.1545,0.2636
mentee_7a25f1de,2,1,2,4,0.2333,0.1667,0.2333,0.3667
mentee_a4638b2b,4,1,1,4,0.34,0.16,0.16,0.34
mentee_1581f33a,1,3,3,5,0.15,0.25,0.25,0.35
mentee_b25ab371,4,3,1,1,0.3667,0.3,0.1667,0.1667
mentee_23c042c6,3,5,4,4,0.2125,0.2875,0.25,0.25
mentee_761d79bf,1,4,4,4,0.1462,0.2846,0.2846,0.2846
mentee_a16803b6,1,2,2,4,0.1667,0.2333,0.2333,0.3667
mentee_d36b4dc2,2,4,5,1,0.2,0.3,0.35,0.15
mentee_bd9ea213,3,1,5,3,0.25,0.15,0.35,0.25
mentee_85ae6976,1,5,3,3,0.15,0.35,0.25,0.25
mentee_eb0c1509,5,2,1,3,0.3727,0.2091,0.1545,0.2636
mentee_654e4505,5,4,4,1,0.3143,0.2714,0.2714,0.1429
mentee_3b1aa51c,1,5,4,3,0.1462,0.3308,0.2846,0.2385
mentee_f10fc139,5,4,4,5,0.2667,0.2333,0.2333,0.2667
mentee_18dda28b,5,5,3,2,0.3,0.3,0.22,0.18
mentee_4fb82a51,4,4,2,2,0.3,0.3,0.2,0.2
mentee_922279b0,1,3,3,1,0.175,0.325,0.325,0.175
mentee_178fa397,2,5,3,3,0.1923,0.3308,0.2385,0.2385
mentee_6c04b272,5,4,1,5,0.3,0.26,0.14,0.3
mentee_1591ad04,3,3,3,3,0.25,0.25,0.25,0.25
mentee_1ec4402d,5,1,1,3,0.4,0.16,0.16,0.28
mentee_658efd4f,5,3,3,2,0.3308,0.2385,0.2385,0.1923
mentee_26938fb2,4,4,1,4,0.2846,0.2846,0.1462,0.2846
mentee_1b2479ac,1,4,1,3,0.1667,0.3667,0.1667,0.3
mentee_aede5cc1,4,5,2,4,0.26,0.3,0.18,0.26
mentee_e48f6e49,1,5,1,3,0.16,0.4,0.16,0.28
mentee_3d0a94fd,5,5,3,1,0.3143,0.3143,0.2286,0.1429
mentee_c0f3cab5,4,2,3,3,0.3,0.2,0.25,0.25
mentee_404d3f92,3,4,2,2,0.2636,0.3182,0.2091,0.2091
mentee_a4607876,2,2,5,1,0.22,0.22,0.4,0.16
mentee_2c4c2ae0,2,1,1,2,0.3,0.2,0.2,0.3
mentee_3832d43c,5,4,5,3,0.2765,0.2412,0.2765,0.2059
mentee_4898f261,1,5,2,1,0.1667,0.4333,0.2333,0.1667
mentee_adca0590,3,3,1,3,0.28,0.28,0.16,0.28
mentee_c4231be7,5,1,5,2,0.3308,0.1462,0.3308,0.1923
mentee_5e59a764,3,1,1,5,0.28,0.16,0.16,0.4
mentee_4a0efb1f,4,1,5,1,0.3182,0.1545,0.3727,0.1545
mentee_3223953e,2,2,3,5,0.2,0.2,0.25,0.35
mentee_4e34d78a,3,4,1,4,0.25,0.3,0.15,0.3
mentee_665d91ad,3,2,1,3,0.3,0.2333,0.1667,0.3
mentee_9a2c63b5,5,3,3,4,0.3,0.22,0.22,0.26
mentee_c5ad5dce,3,4,3,5,0.22,0.26,0.22,0.3
mentee_edfebcda,1,2,3,1,0.1857,0.2714,0.3571,0.1857
mentee_87a37545,3,2,5,1,0.2636,0.2091,0.3727,0.1545
mentee_c1a218fe,1,5,2,3,0.1545,0.3727,0.2091,0.2636
mentee_89224e0e,5,5,5,3,0.2667,0.2667,0.2667,0.2
mentee_a59155fc,2,4,5,1,0.2,0.3,0.35,0.15
mentee_2c35a099,2,4,1,1,0.25,0.4,0.175,0.175
mentee_7f40b395,2,5,5,5,0.1706,0.2765,0.2765,0.2765
mentee_88ce9783,5,4,5,1,0.3,0.26,0.3,0.14
mentee_6ffcc132,5,1,5,4,0.3,0.14,0.3,0.26
mentee_f8b04e8a,5,5,4,3,0.2765,0.2765,0.2412,0.2059
mentee_9e4613f6,3,2,5,3,0.2385,0.1923,0.3308,0.2385
mentee_9d6f3d29,2,3,2,3,0.22,0.28,0.22,0.28
mentee_b8d5454e,2,4,3,1,0.22,0.34,0.28,0.16
mentee_458cfccc,2,4,4,3,0.1923,0.2846,0.2846,0.2385
mentee_118ee579,1,3,5,5,0.1429,0.2286,0.3143,0.3143
mentee_0e451d80,1,3,4,5,0.1462,0.2385,0.2846,0.3308
mentee_4f898007,2,4,4,2,0.2,0.3,0.3,0.2
mentee_b7885f92,5,2,5,2,0.3143,0.1857,0.3143,0.1857
mentee_c63d16de,4,5,2,5,0.25,0.2875,0.175,0.2875
mentee_4dce0bbf,3,3,3,3,0.25,0.25,0.25,0.25
mentee_ed47b084,1,1,4,4,0.16,0.16,0.34,0.34
mentee_09d6fa96,5,2,5,4,0.2875,0.175,0.2875,0.25
mentee_60e59998,2,2,4,1,0.2333,0.2333,0.3667,0.1667
mentee_19d0b7f0,2,1,4,3,0.22,0.16,0.34,0.28
mentee_02d50940,5,4,1,2,0.35,0.3,0.15,0.2
mentee_55296e3f,1,4,1,2,0.175,0.4,0.175,0.25
mentee_68b8dc61,1,2,5,5,0.1462,0.1923,0.3308,0.3308
mentee_4789ec1a,4,4,3,2,0.2846,0.2846,0.2385,0.1923
mentee_38e72aa4,4,5,2,3,0.2714,0.3143,0.1857,0.2286
mentee_ac0e8847,1,3,3,5,0.15,0.25,0.25,0.35
mentee_15f39078,5,5,1,1,0.35,0.35,0.15,0.15
mentee_b878e14a,1,3,4,4,0.15,0.25,0.3,0.3
mentee_85c3216c,4,4,3,4,0.26,0.26,0.22,0.26
mentee_ce10cb92,2,2,5,5,0.1857,0.1857,0.3143,0.3143
mentee_60b5f800,1,2,1,5,0.1667,0.2333,0.1667,0.4333
mentee_4c640ad0,5,3,4,4,0.2875,0.2125,0.25,0.25
mentee_08ef10ff,3,4,2,5,0.2286,0.2714,0.1857,0.3143
mentee_695de138,5,3,1,2,0.3727,0.2636,0.1545,0.2091
mentee_e0e34f7d,3,4,3,1,0.2636,0.3182,0.2636,0.1545
mentee_cc2d4a2c,5,5,5,5,0.25,0.25,0.25,0.25
mentee_f673ad6a,5,4,3,3,0.3,0.26,0.22,0.22
mentee_a00919c3,4,3,2,2,0.3182,0.2636,0.2091,0.2091
mentee_b6671072,1,2,4,5,0.15,0.2,0.3,0.35
mentee_88af527b,3,5,5,3,0.2125,0.2875,0.2875,0.2125
mentee_b0fc0a6e,1,3,3,2,0.1667,0.3,0.3,0.2333
mentee_b32bfafb,1,3,3,4,0.1545,0.2636,0.2636,0.3182
mentee_2eddd08a,4,2,2,3,0.3182,0.2091,0.2091,0.2636
mentee_4a9e69fc,3,5,1,2,0.2636,0.3727,0.1545,0.2091
mentee_7d642116,3,2,1,2,0.325,0.25,0.175,0.25
mentee_fab29b76,5,5,2,1,0.3308,0.3308,0.1923,0.1462
mentee_f1dd7f75,5,1,5,5,0.2875,0.1375,0.2875,0.2875
mentee_40c70b8d,2,1,4,1,0.25,0.175,0.4,0.175
mentee_a92d9de6,3,2,3,5,0.2385,0.1923,0.2385,0.3308
mentee_8c8ab8b5,4,4,5,2,0.26,0.26,0.3,0.18
mentee_4244a7a3,4,3,1,1,0.3667,0.3,0.1667,0.1667
mentee_78bf7010,4,4,4,3,0.26,0.26,0.26,0.22
mentee_7df10b47,1,2,3,1,0.1857,0.2714,0.3571,0.1857
mentee_058f1c8c,3,1,2,1,0.3571,0.1857,0.2714,0.1857
mentee_180f920f,3,2,5,3,0.2385,0.1923,0.3308,0.2385
mentee_003c2ffe,3,4,5,1,0.2385,0.2846,0.3308,0.1462
mentee_a3494c52,3,1,4,1,0.3,0.1667,0.3667,0.1667
mentee_8f00cd1f,5,3,2,5,0.3,0.22,0.18,0.3
mentee_d6133a7a,1,1,2,2,0.2,0.2,0.3,0.3
mentee_25cf9917,5,4,2,2,0.3308,0.2846,0.1923,0.1923
mentee_251d9dd4,3,4,2,4,0.2385,0.2846,0.1923,0.2846
mentee_302ffe1d,2,4,3,2,0.2091,0.3182,0.2636,0.2091
mentee_93f6db56,2,1,5,2,0.22,0.16,0.4,0.22
mentee_42a93b69,1,4,1,4,0.16,0.34,0.16,0.34
mentee_6f76eeae,5,5,2,2,0.3143,0.3143,0.1857,0.1857
mentee_aea322c7,1,4,3,5,0.1462,0.2846,0.2385,0.3308
mentee_8f52fc0d,4,5,2,3,0.2714,0.3143,0.1857,0.2286
mentee_3143e5af,4,5,2,3,0.2714,0.3143,0.1857,0.2286
mentee_1217ec03,2,3,4,4,0.1923,0.2385,0.2846,0.2846
mentee_7ab2476b,4,5,3,5,0.2412,0.2765,0.2059,0.2765
mentee_a21f3606,4,3,1,2,0.34,0.28,0.16,0.22
mentee_12aa68d8,1,3,4,4,0.15,0.25,0.3,0.3
mentee_26cf619f,3,2,4,1,0.28,0.22,0.34,0.16
mentee_9a76443d,2,4,3,1,0.22,0.34,0.28,0.16
mentee_a7c1fc47,3,4,2,4,0.2385,0.2846,0.1923,0.2846
mentee_5111b9e3,4,5,4,2,0.26,0.3,0.26,0.18
mentee_61668fae,1,3,3,5,0.15,0.25,0.25,0.35
mentee_144a5276,2,4,1,5,0.2,0.3,0.15,0.35
mentee_18e9e251,3,3,3,4,0.2385,0.2385,0.2385,0.2846
mentee_4d71a700,4,4,4,4,0.25,0.25,0.25,0.25
mentee_5a4fcebe,3,1,3,4,0.2636,0.1545,0.2636,0.3182
mentee_009ec9a9,2,3,1,3,0.2333,0.3,0.1667,0.3
mentee_687b4099,4,4,2,5,0.26,0.26,0.18,0.3
mentee_084aea00,2,5,2,1,0.22,0.4,0.22,0.16
mentee_6fa53602,5,5,3,2,0.3,0.3,0.22,0.18
mentee_04bc8807,5,5,1,1,0.35,0.35,0.15,0.15
mentee_ca47216c,4,1,3,3,0.3182,0.1545,0.2636,0.2636
mentee_f8b3aa13,5,1,1,5,0.35,0.15,0.15,0.35
mentee_25092606,2,3,5,2,0.2,0.25,0.35,0.2
mentee_1a8c58ff,2,5,4,2,0.1923,0.3308,0.2846,0.1923
mentee_8a777921,3,2,3,3,0.2636,0.2091,0.2636,0.2636
mentee_3f04a676,4,2,5,2,0.2846,0.1923,0.3308,0.1923
mentee_d27c4470,1,1,1,5,0.175,0.175,0.175,0.475
mentee_f07114a7,1,5,4,4,0.1429,0.3143,0.2714,0.2714
mentee_ba706f74,1,2,3,3,0.1667,0.2333,0.3,0.3
mentee_b353f73f,1,2,2,1,0.2,0.3,0.3,0.2
mentee_216e8c32,3,1,4,4,0.25,0.15,0.3,0.3
mentee_bf278795,2,3,1,1,0.2714,0.3571,0.1857,0.1857
mentee_8e1df179,1,5,4,1,0.1545,0.3727,0.3182,0.1545
mentee_c3ef9cb2,1,5,5,2,0.1462,0.3308,0.3308,0.1923
mentee_4e32870a,1,5,4,2,0.15,0.35,0.3,0.2
mentee_e0f07a04,5,3,3,4,0.3,0.22,0.22,0.26
mentee_45149185,5,1,3,3,0.35,0.15,0.25,0.25
mentee_caf036e2,4,2,1,3,0.34,0.22,0.16,0.28
mentee_3c6b5000,5,4,4,3,0.2875,0.25,0.25,0.2125
mentee_35e5056d,4,1,2,4,0.3182,0.1545,0.2091,0.3182
mentee_286269fd,5,3,4,3,0.3,0.22,0.26,0.22
mentee_646789c3,5,5,2,4,0.2875,0.2875,0.175,0.25
mentee_d927bddf,1,4,4,3,0.15,0.3,0.3,0.25
mentee_8ca8670a,5,1,4,2,0.35,0.15,0.3,0.2
mentee_b10fe028,5,1,4,2,0.35,0.15,0.3,0.2
mentee_6c17fcc6,4,3,4,5,0.25,0.2125,0.25,0.2875
mentee_e6b9a66e,1,3,3,2,0.1667,0.3,0.3,0.2333
mentee_2ef3c8ae,1,1,5,2,0.1667,0.1667,0.4333,0.2333
mentee_4dcf3586,2,4,5,2,0.1923,0.2846,0.3308,0.1923
mentee_a46e6f9f,1,2,4,5,0.15,0.2,0.3,0.35
mentee_801ba403,4,5,5,2,0.25,0.2875,0.2875,0.175
mentee_8371a439,1,4,3,4,0.15,0.3,0.25,0.3
mentee_0bb4d587,3,3,2,1,0.3,0.3,0.2333,0.1667
mentee_8db2d652,3,5,5,4,0.2059,0.2765,0.2765,0.2412
mentee_1d457e0e,1,3,2,5,0.1545,0.2636,0.2091,0.3727
mentee_6eb48a58,4,5,4,3,0.25,0.2875,0.25,0.2125
mentee_9523b48b,2,3,4,4,0.1923,0.2385,0.2846,0.2846
mentee_dcba0e5e,5,5,1,1,0.35,0.35,0.15,0.15
mentee_2a175e3e,4,1,4,2,0.3182,0.1545,0.3182,0.2091
mentee_c4304d9c,1,2,5,1,0.1667,0.2333,0.4333,0.1667
mentee_2e9dd2b3,2,2,4,1,0.2333,0.2333,0.3667,0.1667
mentee_b4daeb24,1,4,4,2,0.1545,0.3182,0.3182,0.2091
mentee_b817c39b,5,4,2,5,0.2875,0.25,0.175,0.2875
mentee_77fdceaf,4,4,1,3,0.3,0.3,0.15,0.25
mentee_db493b6c,1,4,3,3,0.1545,0.3182,0.2636,0.2636
mentee_8c43aec2,5,3,5,3,0.2875,0.2125,0.2875,0.2125
mentee_969311ad,5,2,2,3,0.35,0.2,0.2,0.25
mentee_a8385796,5,2,5,3,0.3,0.18,0.3,0.22
mentee_e725be15,5,5,3,4,0.2765,0.2765,0.2059,0.2412
mentee_daa84b53,4,2,3,2,0.3182,0.2091,0.2636,0.2091
mentee_e39e7f96,2,5,4,1,0.2,0.35,0.3,0.15
mentee_45940e64,3,4,2,2,0.2636,0.3182,0.2091,0.2091
mentee_0495bb76,4,1,1,3,0.3667,0.1667,0.1667,0.3
mentee_30b66666,2,2,1,5,0.22,0.22,0.16,0.4
mentee_159b46b1,4,3,1,1,0.3667,0.3,0.1667,0.1667
mentee_b1df628f,5,4,5,2,0.2875,0.25,0.2875,0.175
mentee_4657d281,1,3,5,2,0.1545,0.2636,0.3727,0.2091
mentee_0de44493,3,1,2,3,0.3,0.1667,0.2333,0.3
mentee_d6ac322e,3,4,5,3,0.22,0.26,0.3,0.22
mentee_0e3e0798,3,5,4,3,0.22,0.3,0.26,0.22
mentee_c94ab02f,5,5,2,1,0.3308,0.3308,0.1923,0.1462
mentee_a8f80e23,5,2,1,2,0.4,0.22,0.16,0.22
mentee_4bc16a7a,3,2,3,5,0.2385,0.1923,0.2385,0.3308
mentee_26daaeb0,1,2,5,5,0.1462,0.1923,0.3308,0.3308
mentee_6ac88ea2,4,3,5,5,0.2412,0.2059,0.2765,0.2765
mentee_dcee7aa5,5,3,5,4,0.2765,0.2059,0.2765,0.2412
mentee_7d85ebe5,2,2,1,2,0.2714,0.2714,0.1857,0.2714
mentee_3ad82087,2,1,5,2,0.22,0.16,0.4,0.22
mentee_a760a8da,2,2,4,1,0.2333,0.2333,0.3667,0.1667
mentee_db8ec146,3,1,1,2,0.3571,0.1857,0.1857,0.2714
mentee_200c2279,5,4,4,4,0.2765,0.2412,0.2412,0.2412
mentee_9ad906ae,3,3,5,1,0.25,0.25,0.35,0.15
mentee_f2da8cb4,2,5,4,4,0.18,0.3,0.26,0.26
mentee_500cbd11,4,4,3,3,0.2714,0.2714,0.2286,0.2286
mentee_0b95e38e,5,3,5,1,0.3143,0.2286,0.3143,0.1429
mentee_0f7ab2a8,5,2,2,3,0.35,0.2,0.2,0.25
mentee_0b0653b3,2,4,5,4,0.18,0.26,0.3,0.26
mentee_7aa8f7c4,4,3,1,5,0.2846,0.2385,0.1462,0.3308
mentee_f696a5f9,4,3,2,1,0.34,0.28,0.22,0.16
mentee_22ae8f98,3,4,3,4,0.2286,0.2714,0.2286,0.2714
mentee_75f14bc4,2,5,5,2,0.1857,0.3143,0.3143,0.1857
mentee_3881d504,4,3,2,1,0.34,0.28,0.22,0.16
mentee_780a5f6e,2,4,3,5,0.1857,0.2714,0.2286,0.3143
mentee_358d01f2,2,1,5,3,0.2091,0.1545,0.3727,0.2636
mentee_9d3b0c52,3,1,3,3,0.28,0.16,0.28,0.28
mentee_4f89bdfc,5,1,5,3,0.3143,0.1429,0.3143,0.2286
mentee_f7a78765,1,3,4,4,0.15,0.25,0.3,0.3
mentee_caef36a1,1,3,3,1,0.175,0.325,0.325,0.175
mentee_27a0a93d,5,1,4,5,0.3,0.14,0.26,0.3
mentee_e5752913,4,4,2,4,0.2714,0.2714,0.1857,0.2714
mentee_c7eb8209,5,1,1,3,0.4,0.16,0.16,0.28
mentee_2bf47e8a,1,5,2,2,0.16,0.4,0.22,0.22
mentee_2ee5bdb0,2,1,4,1,0.25,0.175,0.4,0.175
mentee_0cc406f4,1,4,1,3,0.1667,0.3667,0.1667,0.3
mentee_7e461726,1,5,3,2,0.1545,0.3727,0.2636,0.2091
mentee_3d8ee0ac,5,1,3,3,0.35,0.15,0.25,0.25
mentee_1213c9bf,2,5,3,5,0.18,0.3,0.22,0.3
mentee_01fc14b7,1,4,4,1,0.16,0.34,0.34,0.16
mentee_2bd856a4,1,2,5,2,0.16,0.22,0.4,0.22
mentee_477251e6,3,1,2,4,0.28,0.16,0.22,0.34
mentee_f5b876f4,1,3,5,2,0.1545,0.2636,0.3727,0.2091
mentee_c1fe72dc,5,4,2,1,0.35,0.3,0.2,0.15
mentee_c4c25fbc,3,3,5,3,0.2286,0.2286,0.3143,0.2286
mentee_2a837ea6,1,3,4,5,0.1462,0.2385,0.2846,0.3308
mentee_89822bb2,1,5,4,1,0.1545,0.3727,0.3182,0.1545
mentee_7c9c7f1b,1,1,2,1,0.22,0.22,0.34,0.22
mentee_c9047484,2,3,5,1,0.2091,0.2636,0.3727,0.1545
mentee_8a21677f,2,1,2,3,0.25,0.175,0.25,0.325
mentee_137fbcfe,4,1,2,3,0.34,0.16,0.22,0.28
mentee_5699af41,2,2,3,1,0.25,0.25,0.325,0.175
mentee_0877133c,4,3,2,3,0.3,0.25,0.2,0.25
mentee_2cb89af0,2,5,3,4,0.1857,0.3143,0.2286,0.2714
mentee_345f9fe0,2,2,3,2,0.2333,0.2333,0.3,0.2333
mentee_7535cdcf,2,3,3,4,0.2,0.25,0.25,0.3
mentee_ebd69a8f,3,1,4,3,0.2636,0.1545,0.3182,0.2636
mentee_4401c095,5,3,3,5,0.2875,0.2125,0.2125,0.2875
mentee_cbde755d,4,2,1,5,0.3,0.2,0.15,0.35
mentee_94b0c499,4,2,5,5,0.25,0.175,0.2875,0.2875
mentee_74f9f0d2,2,4,3,3,0.2,0.3,0.25,0.25
mentee_d5f45e45,2,3,5,5,0.18,0.22,0.3,0.3
mentee_23ffb5e0,3,1,5,2,0.2636,0.1545,0.3727,0.2091
mentee_87f6ed44,3,2,4,3,0.25,0.2,0.3,0.25
mentee_8d3a1c58,1,1,5,2,0.1667,0.1667,0.4333,0.2333
mentee_774a8dd9,4,2,4,5,0.26,0.18,0.26,0.3
mentee_269f1ab0,3,3,5,4,0.22,0.22,0.3,0.26
mentee_bea37de7,5,1,3,1,0.4,0.16,0.28,0.16
mentee_57ec9a9f,3,1,2,4,0.28,0.16,0.22,0.34
mentee_e3c5d856,4,3,3,1,0.3182,0.2636,0.2636,0.1545
mentee_c98e5e37,2,3,3,2,0.22,0.28,0.28,0.22
mentee_e87948fc,4,5,2,1,0.3,0.35,0.2,0.15
mentee_b3a4abc7,4,5,4,5,0.2333,0.2667,0.2333,0.2667
mentee_4347840e,5,4,4,4,0.2765,0.2412,0.2412,0.2412
mentee_c2d6363a,2,3,3,5,0.1923,0.2385,0.2385,0.3308
mentee_222ed9f2,3,4,4,3,0.2286,0.2714,0.2714,0.2286
mentee_c1e1c109,1,2,5,1,0.1667,0.2333,0.4333,0.1667
mentee_01802e31,4,4,3,5,0.25,0.25,0.2125,0.2875
mentee_8229629a,4,5,1,2,0.3,0.35,0.15,0.2
mentee_5e46be27,5,2,3,5,0.3,0.18,0.22,0.3
mentee_03869358,5,2,5,2,0.3143,0.1857,0.3143,0.1857
mentee_c4e129ed,2,3,1,1,0.2714,0.3571,0.1857,0.1857
mentee_6c9f8d82,3,2,3,4,0.25,0.2,0.25,0.3
mentee_729c858f,4,2,4,1,0.3182,0.2091,0.3182,0.1545
mentee_54130946,2,2,2,3,0.2333,0.2333,0.2333,0.3
mentee_e86b4986,3,1,2,2,0.325,0.175,0.25,0.25
mentee_0a4eb705,2,4,1,2,0.2333,0.3667,0.1667,0.2333
mentee_9215e584,2,5,3,1,0.2091,0.3727,0.2636,0.1545
mentee_70ba465c,4,2,3,1,0.34,0.22,0.28,0.16
mentee_714bf0bd,4,5,4,2,0.26,0.3,0.26,0.18
mentee_8b4b565b,4,4,4,2,0.2714,0.2714,0.2714,0.1857
mentee_2ba5b6bf,1,4,2,3,0.16,0.34,0.22,0.28
mentee_003cdf9c,2,4,3,3,0.2,0.3,0.25,0.25
mentee_67798db9,4,5,4,5,0.2333,0.2667,0.2333,0.2667
mentee_aa522761,1,3,4,5,0.1462,0.2385,0.2846,0.3308
mentee_3ee45617,1,2,5,2,0.16,0.22,0.4,0.22
mentee_0e446195,2,3,3,3,0.2091,0.2636,0.2636,0.2636
mentee_1f11e422,5,1,5,5,0.2875,0.1375,0.2875,0.2875
mentee_56cde6d7,4,1,2,2,0.3667,0.1667,0.2333,0.2333
mentee_c544d8bc,4,2,1,2,0.3667,0.2333,0.1667,0.2333
mentee_b6186edc,3,4,1,3,0.2636,0.3182,0.1545,0.2636
mentee_c2698d3d,4,2,4,2,0.3,0.2,0.3,0.2
mentee_06d1abe1,3,3,4,4,0.2286,0.2286,0.2714,0.2714
mentee_8d381e8a,1,3,4,2,0.16,0.28,0.34,0.22
mentee_9814eeeb,2,4,5,1,0.2,0.3,0.35,0.15
mentee_c8a38fd6,4,1,3,1,0.3667,0.1667,0.3,0.1667
mentee_ecef7b3e,4,1,2,3,0.34,0.16,0.22,0.28
mentee_d587b7e9,2,5,5,4,0.175,0.2875,0.2875,0.25
mentee_731f0af1,4,1,4,4,0.2846,0.1462,0.2846,0.2846
mentee_c19b1c90,4,1,3,4,0.3,0.15,0.25,0.3
mentee_c1ba6f39,3,1,5,4,0.2385,0.1462,0.3308,0.2846
mentee_9aceabbb,5,3,4,3,0.3,0.22,0.26,0.22
mentee_91b31e04,5,3,1,2,0.3727,0.2636,0.1545,0.2091
mentee_0816f547,4,5,4,1,0.2714,0.3143,0.2714,0.1429
mentee_935e4363,2,1,3,5,0.2091,0.1545,0.2636,0.3727
mentee_a5738f28,3,2,5,5,0.22,0.18,0.3,0.3
mentee_751d1852,4,4,1,4,0.2846,0.2846,0.1462,0.2846
mentee_771c4471,3,1,1,4,0.3,0.1667,0.1667,0.3667
mentee_60b96f5a,4,3,1,5,0.2846,0.2385,0.1462,0.3308
mentee_ce5dc90b,3,3,4,3,0.2385,0.2385,0.2846,0.2385
mentee_947c1370,3,1,5,3,0.25,0.15,0.35,0.25
mentee_b7d42416,2,3,3,4,0.2,0.25,0.25,0.3
mentee_b24cf8ca,1,4,3,3,0.1545,0.3182,0.2636,0.2636
mentee_757f18bb,1,5,1,3,0.16,0.4,0.16,0.28
mentee_d516f9a4,1,5,4,2,0.15,0.35,0.3,0.2
mentee_84d24e8d,2,1,5,1,0.2333,0.1667,0.4333,0.1667
mentee_9603d785,2,2,4,4,0.2,0.2,0.3,0.3
mentee_21c52efa,3,3,4,5,0.22,0.22,0.26,0.3
mentee_fca59cb8,2,5,5,4,0.175,0.2875,0.2875,0.25
mentee_6542989e,1,1,3,3,0.175,0.175,0.325,0.325
